feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,genre
1.92933257495e-05,-5.31840742042e-05,-1.62273445312e-05,3.21959632856e-05,-4.23988203693e-05,0.000128273604787,-2.0999539629e-05,-2.04844832297e-06,-4.73073087051e-05,1.26822169477e-06,7.10645181243e-05,0.000133076158818,4.8358393542e-05,0.000135164344101,-0.000117407667858,0.000190768347238,-0.000106491621409,-0.000230200428632,-0.000759221031331,0.000332135678036,-0.000230089281104,2.18062250497e-05,0.000161753065186,-0.000109999557026,-0.000254695449257,-3.36056800734e-05,-0.000471939856652,-6.92101457389e-05,0.000357050186722,0.000247925141593,-0.000246825889917,-0.000239262386458,-0.000258273415966,-0.000528581731487,0.000257020961726,-0.000132822940941,-8.70288749866e-06,-6.69647170071e-06,0.000301111082081,-0.000591834366787,0.000958631106187,0.000224092218559,-8.45721951919e-05,-0.000344477855833,-0.00033753644675,-0.000239143890212,-5.04279923916e-05,0.000116561655886,0.00095711107133,0.000199684480322,rock
0.000164384327945,-0.000143235563883,0.000248965137871,9.10538146854e-05,0.000358573946869,0.00179014063906,0.000588662165683,-0.00157616613433,0.0016349585494,0.000564796617255,-0.00098312785849,5.49711330677e-05,-0.000726614613086,-0.000835280516185,0.000664596096613,0.00154468626715,0.00192940246779,-0.000377090909751,0.00271164742298,0.00404494116083,0.00030186312506,-0.0010187838925,0.000338123732945,-0.00183667591773,-0.000867897935677,-0.0020853432361,0.00193912221584,-0.000899542588741,-0.00138369959313,0.00309227709658,0.000432754575741,-0.00214917585254,0.0010855498258,-6.44919273327e-05,0.00448572868481,-0.00225143693388,0.000329265603796,-0.000793112034444,0.00152655690908,0.000736466317903,0.00156511168461,0.000320250139339,-0.000189339727513,0.000686011917423,0.000565464491956,6.8928602559e-05,0.00430291052908,-0.00465720053762,-0.000393701047869,-0.000792014936451,rock
-7.56304580136e-05,-1.68004244188e-05,5.23262201568e-07,-6.88207001076e-05,7.38458811611e-06,-0.000103337260953,-6.85651048116e-06,5.84028093726e-05,-8.71057272889e-06,-2.4100747396e-05,7.98891269369e-05,1.26923287098e-05,0.000105230152258,-8.61166772665e-05,5.07825188834e-06,-1.98116849788e-05,1.15078746603e-05,6.20266000624e-05,0.000288575160084,-8.81826344994e-05,0.000284296023892,-0.000235201951,-3.37548008247e-05,0.000137527196785,0.00036649897811,-6.84056649334e-05,0.000205899661523,1.22683388781e-06,-0.000219711524551,-1.72160835064e-05,-3.03268898278e-05,-4.96666070831e-05,0.000247449759627,-8.94405384315e-05,-2.01378825295e-05,3.42065432051e-05,0.000440892239567,-0.000266422983259,2.61648001469e-05,0.000215665219002,-0.000333514675731,-0.000429845938925,-4.23503333877e-05,-5.87355643802e-05,0.000354926974978,-0.000209619451198,0.000242850583163,-0.000193081417819,0.000137629162055,0.000203051386052,rock
7.35535431886e-05,-3.78437216568e-05,2.69918364211e-05,0.000106875857455,8.22637739475e-05,0.000571719952859,0.000135454247356,-0.000223352224566,0.000316028861562,-4.13264133385e-05,-0.000300088926451,-0.000342184503097,-0.000417784322053,0.000556219078135,9.43192499108e-05,-4.72571300634e-05,-0.000524065864738,-0.000100448734884,-0.00087338819867,-0.000564258196391,-0.00152122392319,0.000420128257247,0.000408837164287,-0.000702446792275,7.37442242098e-05,0.000305837194901,-0.000821822148282,-0.000140397693031,0.000122353347251,-0.0010250863852,8.92560201464e-05,0.000711881904863,-2.60296183114e-05,-0.00104262132663,-0.000193933956325,-0.000738201837521,-0.000360939244274,0.000514010665938,-0.00180722877849,-0.000112852125312,-0.00151902332436,8.46070834086e-05,-0.000932971248403,0.000200448717806,0.00100373197347,-0.00224817707203,-0.00219266465865,-0.000645141699351,0.00105946138501,0.00296033336781,rock
-8.60866930452e-05,-2.97982551274e-05,-8.6797408585e-06,-9.6009898698e-05,1.88864341908e-05,-0.000109254062409,-3.32851341227e-05,4.3301108235e-05,-2.9232180168e-05,1.98659363377e-05,-3.14501339744e-05,1.82979929377e-05,-4.93064499096e-06,-9.23308034544e-05,7.37123700674e-05,0.000154609500896,5.47782183276e-05,1.01844689198e-05,-1.11460633434e-06,9.32065740926e-05,6.51832233416e-05,-0.000128482031869,-0.000249444012297,4.38307615696e-05,-0.000141213677125,-0.000111690889753,-3.35246222676e-05,-5.20788817084e-05,-0.000125133956317,-8.93689066288e-05,-2.74298945442e-05,1.20329159472e-05,-0.000119032178191,5.52023047931e-05,5.647963917e-05,0.000178247122676,-7.93320286903e-05,-0.000121601871797,0.000225955271162,-3.40021942975e-05,3.94545895688e-05,0.000297090737149,-4.46340782219e-05,-0.000151992644533,-0.000196092834813,0.00018298260693,0.000172037674929,1.85496301128e-05,8.92924945219e-05,-0.000116621711641,rock
-7.54236243665e-05,-3.12127231155e-05,-1.33289659061e-05,-8.06333628134e-05,4.83474577777e-05,-0.000106548293843,-4.50126499345e-05,9.58284872468e-05,-4.60160154034e-05,7.40970863262e-05,4.29934380008e-06,5.38902568223e-05,3.84218692489e-05,-8.08419863461e-05,-7.56783410907e-05,5.02699149365e-05,1.59818937391e-05,4.67664758617e-05,-2.55110517173e-05,-8.02656632004e-06,0.000167773541762,-4.00992212235e-05,5.73493816773e-05,-0.000196643639356,-3.31327719323e-05,0.000142781063914,6.64525941829e-05,7.49961327529e-05,-2.77917515632e-05,-9.84075231827e-05,-1.46066431626e-05,9.18435471249e-05,0.000156654728926,3.81967111025e-05,7.98186738393e-05,-1.38252435136e-05,4.98162735312e-05,0.000179451075383,-5.28301134182e-05,3.90725363104e-05,-0.00018845924933,0.000111771500087,-7.07114231773e-05,0.000109281172627,-0.000112509878818,-0.000214718456846,3.3409887692e-05,5.16115542268e-05,0.000199752132175,3.98320044042e-05,rock
2.81435586658e-05,0.000109145978058,4.41530537501e-05,0.000149660510942,-0.000174409287865,2.95519075735e-05,5.19163659192e-05,1.05106628325e-05,0.000115538496175,-0.00028194609331,2.76467944786e-05,-0.000402068777476,0.000361775455531,-0.000252031924902,-0.000168059516,-0.000179570866749,0.000682118698023,0.000703325727955,0.00103594106622,0.000280109292362,0.000839941028971,0.000344181491528,0.00107158743776,0.00136293086689,0.000862196378876,0.000282391876681,-4.63344658783e-05,-0.00158193113748,-0.000477726047393,-0.00173285114579,0.000243781600147,0.000100872821349,0.00199193204753,-0.000979507807642,0.000605304259807,-0.000500857655425,0.00259829475544,-0.00121521006804,0.00108072743751,-0.000523212074768,-0.00122575217392,-0.000225463096285,0.000565194815863,0.00287511060014,0.00139210629277,-0.00232461467385,-0.00134699023329,0.00318966782652,0.00280375266448,0.00153915083501,rock
-4.17991395807e-05,-4.24850071568e-07,-5.72985891267e-06,-6.37378034298e-05,7.49721002649e-05,-2.62615540123e-05,-4.88190526085e-05,3.57158969564e-05,-5.78962644795e-05,0.000123403922771,4.42184755229e-05,0.000140641030157,1.11173186212e-08,0.000128939034767,-0.000148965016706,0.000142609671457,0.000102410042018,-5.11008183821e-05,-0.000475223205285,-6.8320077844e-05,0.000207250923268,-5.87465146964e-05,-9.6470452263e-05,-0.00033338429057,-0.000288009992801,-7.68670579419e-05,0.00021877103427,0.000195209751837,-9.6683306765e-06,6.83807447786e-05,0.000228014498134,-5.80633468417e-06,0.000424030004069,-0.000177020920091,-8.05662875791e-06,0.000196399007109,0.000639376405161,0.000288884359179,-0.000176071902388,-5.91831594647e-05,7.92675928096e-06,2.16066678149e-06,-0.00017924279382,4.08028572565e-05,0.000278226070805,0.000307698908728,0.000220117741264,0.000199621470529,-0.000302341562929,-0.000132365210447,rock
-2.32775619224e-05,-1.47232958625e-05,-3.50371519744e-05,0.000183593045222,0.000115455201012,-1.45728854477e-05,1.5651296053e-05,-1.72739273694e-05,9.20633829082e-05,-0.00048563699238,-3.53998839273e-05,-0.000101186604297,-0.000211793303606,2.3781809432e-05,4.7309553338e-05,-0.000125702019432,0.000148321865709,7.08803927409e-05,-0.000368929846445,-1.54481986101e-05,-0.000652160611935,0.000369594665244,-0.000492689199746,-0.000842616485897,0.00014139067207,0.000179333757842,0.000490543083288,-9.88209831121e-06,3.43055444318e-06,0.00044499890646,-1.14857257358e-05,-0.000461452349555,-0.000302083557472,-0.000419906806201,-0.000169395294506,-0.000594955577981,-0.000855391728692,0.000182859468623,0.000835569459014,0.000138126153615,-0.000335286342306,0.000344420986949,0.000411547429394,0.000649421534035,0.000229123485042,0.000288689130684,-0.000586318608839,-0.000152151100338,4.56853231299e-05,0.000215098727494,rock
4.5665736252e-05,-2.22533035412e-05,-0.00010671729251,0.000215343432501,0.000124546029838,-1.1953136891e-05,6.2871928094e-05,-0.000105640370748,4.62364478153e-05,-0.000609609589446,-3.11743897328e-05,8.43752641231e-05,-0.000293112738291,0.000164132390637,0.000113998095912,0.000108070744318,-0.000198124573217,6.82355821482e-05,-0.000338392477715,-7.96603762865e-06,-0.000752612308133,0.00104350666516,-0.000195257525775,-0.000674099079333,9.98350224108e-05,-0.000151681233547,-0.000780609145295,-0.000152740292833,0.00038361447514,0.000597934005782,0.000175771157956,7.23909470253e-05,0.000440302770585,0.000248722411925,0.000356876058504,-0.000915605342016,0.000634576950688,0.000253031670582,-0.000142409990076,-0.000111716697575,-0.000453186250525,0.000263254420133,-0.000568676739931,0.000531755387783,0.000726308615413,-0.000409637985285,0.000554333382752,-0.000817694701254,-0.000129243431729,-0.000124484606204,rock
