4360.79934548,-10724.2772387,-1194.04993972,1406.5806873,-1276.40908685,3439.39185267,-386.894038145,-32.5108062145,-597.033842725,14.9799474146,787.059519171,1301.90811848,352.829683125,911.893286679,-770.804051798,1158.02214659,-600.620379802,-1181.15002039,-3649.47205044,1555.81430609,-1036.74531141,95.1112756356,669.582793704,-445.192688181,-973.049697233,-125.408677459,-1726.41131363,-234.941222315,1195.70406183,797.926098942,-759.156822398,-719.756400436,-758.70759547,-1492.39400777,720.697065175,-357.069012474,-23.2611296642,-17.6490511657,758.290554396,-1445.39253168,2322.57835597,532.541146636,-193.410839996,-783.526154082,-756.827339157,-514.027312392,-106.882512416,242.852287814,1937.33811993,398.386035533,rock
37155.1826956,-28882.6670834,18319.5104807,3977.96990427,10794.8051811,47998.9242039,10845.471202,-25015.233406,20633.7197014,6671.23770376,-10888.4165439,537.792559469,-5301.48394866,-5635.2634324,4363.20212065,9376.71634454,10881.9678511,-1934.83975997,13034.5204354,18947.6118572,1360.14673327,-4443.58688201,1399.67564498,-7433.43595137,-3315.75544456,-7782.02101849,7093.53600169,-3053.59319282,-4633.78919357,9952.23172257,1331.01351154,-6465.21642579,3188.92639272,-182.086052032,12578.1624538,-6052.55650298,880.063251195,-2090.30503145,3844.34127319,1798.616369,3791.96382608,761.054428368,-433.007044087,1560.35652758,1267.88974654,148.158413061,9120.05374124,-9703.12230179,-796.910695265,-1580.13125459,rock
-17094.4731806,-3387.71341837,38.5038559847,-3006.64815354,222.311772799,-2770.77542772,-126.323854641,926.907362334,-109.930270383,-284.672028647,884.794577424,124.171345806,767.774082427,-580.990664142,33.3397015442,-120.262971133,64.905241715,318.256227048,1387.14147522,-413.071655861,1280.99233235,-1025.87044606,-139.729218014,556.60316156,1400.18889336,-255.274213777,753.205050405,4.1646264894,-735.778787689,-55.4085110824,-93.2757491419,-149.408595048,726.911842197,-252.525779822,-56.4674301518,91.9577242187,1178.41962354,-702.17729242,65.8909909722,526.702966557,-808.041724927,-1021.50198472,-96.8523190511,-133.595964522,795.820539917,-450.566106668,514.723726308,-402.278711822,278.582306407,405.103271821,rock
16625.0352939,-7630.97876903,1986.13121549,4669.20575032,2476.53639829,15329.491124,2495.59992258,-3544.8093438,3988.38876782,-488.137314485,-3323.56916219,-3347.65292637,-3048.21391967,3752.561381,619.224120991,-286.86520553,-2955.76893791,-515.398832312,-4198.25822918,-2643.13975731,-6854.3908489,1832.45581153,1692.39650235,-2842.95837459,281.735679273,1141.31408643,-3006.32150097,-476.594929317,409.741894453,-3299.15346589,274.52269237,2141.50491628,-76.464985301,-2943.73005971,-543.798596469,-1984.51417262,-964.720782352,1354.71275622,-4551.1596772,-275.610252597,-3680.30070082,201.063434384,-2133.6416151,455.927197932,2250.57706377,-4832.33936546,-4647.3701029,-1344.13127367,2144.51083839,5906.0947807,rock
-19457.8577606,-6008.65487918,-638.677317609,-4194.49337563,568.572811313,-2929.42207345,-613.243010058,687.229166248,-368.919761348,234.651539639,-348.31905201,179.012578096,-35.974740563,-622.914639208,483.935960707,938.526811455,308.953066962,52.2561292253,-5.35770922753,436.605020336,293.705182557,-560.394681133,-1032.58268271,177.39284956,-539.498980028,-416.804704217,-122.637006169,-176.78730977,-419.053629433,-287.626242229,-84.3655275098,36.1977835883,-349.670589663,155.857830532,158.371173787,479.183192018,-212.039171431,-320.490620432,569.025015842,-83.0409966073,95.5908547767,706.017599029,-102.075081845,-345.71225546,-439.681194282,393.311514127,364.635208871,38.6475079503,180.741565932,-232.669389687,rock
-17047.7227846,-6293.87424967,-980.779520438,-3522.72143803,1455.49166257,-2856.87254256,-829.309946793,1520.88798038,-580.737321379,875.216347402,47.61644228,527.218165608,280.331362197,-545.404727187,-496.842960373,305.153718764,90.139034169,239.957067122,-122.628104639,-37.598688435,755.960613706,-174.899117738,237.399880543,-795.860527031,-126.58188307,532.826107019,243.091338769,254.582393028,-93.07011364,-316.716284571,-44.9253374914,276.286570746,460.191134693,107.844362438,223.814755141,-37.1665187276,133.149267101,472.956450083,-133.042575048,95.4239095218,-456.600423742,265.617953129,-161.712202135,248.563609374,-252.270687316,-461.526130741,70.8125397073,107.530923068,404.328602781,79.4679301368,rock
6361.18451449,22008.6897506,3248.8986717,6538.38723776,-5250.56108089,792.373489596,956.503687118,166.814052425,1458.13401398,-3330.2772521,306.196021047,-3933.51159873,2639.56519689,-1700.3466446,-1103.34324456,-1090.0498982,3847.1983386,3608.73879688,4979.62792505,1312.10854245,3784.63941668,1501.2019217,4435.87527006,5516.08449605,3293.9729309,1053.82155663,-169.496912462,-5370.03436506,-1599.82842312,-5577.03462197,749.793579383,303.44869192,5851.52714767,-2765.53570308,1697.29731225,-1346.45981584,6944.73937335,-3202.77517482,2721.60517123,-1277.80149666,-2969.76134421,-535.798938583,1292.56205634,6539.53298335,3121.39347452,-4996.63783489,-2854.95650445,6645.56659274,5675.22130991,3070.72541562,rock
-9447.70461541,-85.668332807,-421.617258543,-2784.58583217,2257.0220449,-704.149277685,-899.43882451,566.844777209,-730.66999875,1457.61662642,489.732064656,1375.91658701,0.0810638430584,869.893957527,-977.984191251,865.684181416,577.599982498,-262.196454711,-2284.33321129,-320.030013762,933.839398882,-256.232234661,-399.342975591,-1349.2803721,-1100.32608476,-286.850186324,800.290058013,662.660350913,-32.3776617062,220.077616505,701.299061024,-17.4667946736,1245.63641366,-499.799643373,-22.5911102674,527.98106951,1708.92945998,761.375833845,-443.403386271,-144.53858184,19.2050050982,5.13467053035,-409.916045949,92.8074359022,623.84104816,661.382733879,466.541305918,415.904636123,-611.985219601,-264.078868134,rock
-5261.34145109,-2968.87188326,-2578.12505913,8020.83574046,3475.75863993,-390.741796298,288.35846414,-274.153429015,1161.87030761,-5736.22386187,-392.063657061,-989.92686409,-1545.27413361,160.445200454,310.596367982,-763.049563617,836.545988712,363.684707131,-1773.39558174,-72.363641598,-2938.53091414,1612.04548007,-2039.50499191,-3410.25629871,540.175169439,669.232380886,1794.46398525,-33.5458308439,11.4884119649,1432.19124245,-35.3264047433,-1388.15502519,-887.404837956,-1185.5620109,-474.991184135,-1599.42395264,-2286.29657125,481.939516929,2104.22172647,337.335099917,-812.334149011,818.49496141,941.18088475,1477.13046446,513.742810359,620.522190535,-1242.70708026,-317.001759513,92.4740105998,429.138663619,rock
10321.6577061,-4487.25656528,-7852.53813005,9407.95031854,3749.43646404,-320.498628091,1158.3480855,-1676.6118211,583.519335612,-7200.55708721,-345.265110476,825.458485935,-2138.59225671,1107.32772559,748.419556799,656.022399319,-1117.43680332,350.114300324,-1626.60661022,-37.3151540109,-3391.1503315,4551.4191803,-808.275691578,-2728.22902547,381.414111384,-566.039487687,-2855.55962867,-518.493205954,1284.66368776,1924.39995113,540.61541733,217.768656189,1293.43953586,702.241130984,1000.69478868,-2461.42946014,1696.1014966,666.883453445,-358.632318606,-272.83726608,-1097.98293621,625.607694992,-1300.52486133,1209.49500046,1628.53583804,-880.495423463,1174.9140224,-1703.63961859,-261.608370623,-248.356475757,rock
-6702.64240562,7330.49830239,1180.70087079,-5721.82329215,2089.77677543,-234.769979644,-1268.93238064,418.951319915,-207.658368729,-1.73259913434,-704.744836614,-479.363830302,558.755594403,-563.05272473,-234.315683573,910.100266836,-1108.54236373,-1177.97639905,1613.68052098,-66.0527922585,-535.923134874,-354.348070071,-38.3379786633,-141.029994921,46.1603462172,425.210666188,60.9007363712,-88.0671133594,521.100506354,-171.745079229,-28.8170748208,301.449811481,392.297298962,685.240668987,575.39987086,155.703187228,-91.7569405428,-287.250113792,-272.364879675,-56.2750570107,-321.387519278,-153.48966154,-150.336592694,-718.246768136,719.659172125,-222.251536231,314.716019227,419.43681387,-602.208117581,1203.96922907,rock
-13851.9754627,-5294.61320752,-411.110885677,-163.603165611,-298.502789205,-1403.3015285,752.129624234,501.885198359,-280.055910676,1005.6215191,259.714944551,830.459281074,786.09958859,983.612321586,-449.025905701,447.743480795,-499.462959407,-631.326495307,-1202.7051217,240.360746638,-1530.93334559,-1124.8178507,725.335323705,-766.444952252,-693.344133507,-62.2793983587,1640.70057591,1044.95333545,-1320.92408144,109.044865738,651.819924916,-522.082206414,-354.328256729,-282.826565589,-374.070323378,769.526142305,-670.695761113,-105.825661779,-994.988806062,813.067669667,963.786903206,-303.725398038,312.635014781,-821.902500588,-529.897471657,13.4963612673,1294.59592134,-725.123318818,473.276530812,-230.764860111,rock
-4390.7362665,9215.99455314,1079.0263623,157.394335859,-622.50888834,-1081.34944677,169.350998594,905.03435767,-955.041348879,753.852432465,-136.036458609,-456.531364361,-229.221028211,75.6310101563,-850.572395546,148.635129245,1836.74021368,2233.27934608,865.676662356,215.459977353,429.157586121,753.881810042,-1425.78117157,-744.903760724,-388.670702731,-894.89833442,-401.682515293,398.728838397,1668.62764167,696.866884624,1180.49380947,1184.67367887,439.69901249,427.488573912,347.358962937,-924.514139029,73.8558046201,-187.638955751,-584.565978561,200.934432299,-493.135396441,-795.651540971,1893.57057458,898.072403047,267.332156925,-202.674190128,610.866612521,104.399500809,-96.3768728893,-949.876614188,rock
-14846.0648454,-6122.58859251,-1500.3794502,-1116.23246342,2213.68750747,-2418.25279109,-185.401578433,268.051717576,-781.397552828,-571.247702016,-681.074660661,-192.813704183,106.901540952,243.542914012,346.885921244,320.191236588,-15.7221894549,-110.051829675,-806.373146446,451.758696116,-520.830121631,-799.264109238,-338.597336683,-471.675016617,-1114.75363555,678.487979177,-243.98236085,-97.0374524034,1095.80426187,-656.107886422,1081.506348,250.893765716,142.611155588,-269.047952899,-153.588152745,779.178623105,-607.734646447,760.816580265,931.37851634,8.88873100722,268.757034836,770.284382125,-314.808877286,-606.757509913,423.830524977,1016.90090198,383.655003498,-126.467428623,457.104044626,110.755973973,rock
6597.21525514,14898.1994789,2375.89101533,2485.22869139,-1139.65723821,-22.188774453,430.130205317,-1496.61047471,785.085295926,-2086.78076366,85.8507659798,-794.259491688,1473.63436543,-975.658651991,-1593.7576714,-502.885261452,-109.716694014,-1108.66742633,-168.099771676,577.412313767,2532.13014927,-973.889138747,2899.1789986,1823.39513038,140.233858408,-2549.37369887,2745.69286659,-481.087865992,-140.97681788,-88.9937051321,-638.509582393,-2070.68509643,317.690019368,465.911201237,482.008558923,-220.708647537,266.330656453,389.887653853,-399.517560911,-2753.95760819,325.663851161,2699.03873739,1681.83344489,277.240398122,168.782982704,-3082.45576321,331.848164546,2388.56986274,598.293079801,572.742626224,rock
2154.65524107,1391.27630769,1722.18639101,9598.91249787,-5549.76555974,2628.55732962,2162.00937183,163.622806639,-283.814496431,22.3509802497,-156.600583152,621.620511402,-669.884901587,-158.576379011,626.998136818,-715.121385127,1666.55313045,383.22652861,-554.747408379,575.671780051,-1450.16425018,1962.0766826,1354.07395323,122.821914967,1187.69555569,502.802976755,-1146.13606269,-3501.58855281,-62.4365560292,-2523.06519409,-1272.47643894,-1644.25332343,-320.592591233,470.010368611,709.436854421,1066.3965206,-1659.87625348,-433.295987513,-1437.57595799,-1464.7982722,-2323.1365965,-1356.36860358,319.097721697,-326.65282126,-252.478114495,2940.22367078,-1581.97907775,-271.680195764,-531.527971624,-983.879546081,rock
-13174.7312324,-362.203383205,487.708536891,-2600.10896967,-214.927763688,-2590.58939348,-475.898433461,-32.7105858129,-685.194813323,1831.46769191,-306.417355733,697.668588541,137.854358909,250.627910089,187.556786052,-146.776538777,-163.820782249,-77.9055577944,-242.342231319,499.060719809,-273.501939775,-743.580483203,960.303932322,-100.560320844,-447.282536551,-972.026907873,-1046.28067603,-563.714881125,331.286991208,-192.071350774,32.2887417713,-47.441060034,1.32356052277,276.787564426,-480.072011352,1005.01765051,9.08225909048,78.4956109816,-92.6752180651,-247.946831077,245.084628932,-581.143125402,336.805065294,87.5300617691,-14.3570694239,-207.893363603,463.596798463,205.053177215,409.420675319,1202.11460275,rock
-12118.9768978,-1949.8184619,396.652448014,-975.203244408,-891.692373324,-1165.8312056,158.726225691,13.8588700649,-96.9618623876,422.52866319,-248.20724723,-28.5531975583,-187.795075024,-476.858988916,-545.680391023,-217.848103261,-920.25330549,261.57873575,-281.911651365,-468.846505707,265.245974239,-1033.60524136,1449.00542321,194.603200125,-158.455349641,-705.120011666,981.025923164,-34.2942006473,-897.331073213,228.631572794,-674.956092888,-477.41464814,38.667221525,-326.534093597,-1249.60603991,-363.885986728,-133.147288933,1172.0698141,-55.8040595655,-314.821448619,1136.1657061,541.710708113,197.381103574,-779.630748167,-474.300554719,-386.300709572,23.8945368114,-482.143476254,-159.682472145,166.037327258,rock
